ping_index,latitude,longitude,depth_m,heading_deg,timestamp
296,36.6018174694911,-121.89615631720731,28.5,136.6,2026-09-02T19:08:35.814358+00:00
297,36.60181511982014,-121.8961535409947,28.5,136.5,2026-09-02T19:08:36.014358+00:00
298,36.601812772767204,-121.89615076134814,28.5,136.4,2026-09-02T19:08:36.214358+00:00
299,36.60181042847644,-121.89614797808731,28.5,136.4,2026-09-02T19:08:36.414358+00:00
300,36.60180808708562,-121.89614519104151,28.4,136.3,2026-09-02T19:08:36.614358+00:00
301,36.60180574872581,-121.89614240005018,28.4,136.2,2026-09-02T19:08:36.814358+00:00
302,36.60180341352102,-121.89613960496322,28.4,136.1,2026-09-02T19:08:37.014358+00:00
303,36.601801081587844,-121.89613680564143,28.3,136.1,2026-09-02T19:08:37.214358+00:00
304,36.601798753035226,-121.89613400195674,28.3,136.0,2026-09-02T19:08:37.414358+00:00
305,36.60179642796409,-121.89613119379254,28.3,135.9,2026-09-02T19:08:37.614358+00:00
306,36.60179410646708,-121.89612838104405,28.2,135.8,2026-09-02T19:08:37.814358+00:00
307,36.60179178862832,-121.89612556361833,28.2,135.7,2026-09-02T19:08:38.014358+00:00
308,36.60178947452314,-121.89612274143468,28.2,135.6,2026-09-02T19:08:38.214358+00:00
309,36.60178716421786,-121.89611991442469,28.2,135.5,2026-09-02T19:08:38.414358+00:00
310,36.60178485776957,-121.8961170825323,28.1,135.4,2026-09-02T19:08:38.614358+00:00
311,36.60178255522594,-121.89611424571403,28.1,135.3,2026-09-02T19:08:38.814358+00:00
312,36.601780256625055,-121.89611140393893,28.1,135.2,2026-09-02T19:08:39.014358+00:00
313,36.60177796199528,-121.89610855718865,28.0,135.1,2026-09-02T19:08:39.214358+00:00
314,36.601775671355135,-121.89610570545736,28.0,135.0,2026-09-02T19:08:39.414358+00:00
315,36.601773384713184,-121.89610284875177,28.0,134.9,2026-09-02T19:08:39.614358+00:00
316,36.60177110206795,-121.89609998709096,27.9,134.8,2026-09-02T19:08:39.814358+00:00
317,36.601768823407916,-121.89609712050643,27.9,134.7,2026-09-02T19:08:40.014358+00:00
318,36.60176654871145,-121.89609424904174,27.9,134.6,2026-09-02T19:08:40.214358+00:00
319,36.60176427794684,-121.89609137275252,27.9,134.5,2026-09-02T19:08:40.414358+00:00
320,36.60176201107232,-121.89608849170618,27.8,134.4,2026-09-02T19:08:40.614358+00:00
321,36.601759748036095,-121.89608560598165,27.8,134.3,2026-09-02T19:08:40.814358+00:00
322,36.6017574887765,-121.89608271566928,27.8,134.2,2026-09-02T19:08:41.014358+00:00
323,36.60175523322206,-121.89607982087034,27.7,134.1,2026-09-02T19:08:41.214358+00:00
324,36.60175298129165,-121.89607692169692,27.7,134.1,2026-09-02T19:08:41.414358+00:00
325,36.60175073289465,-121.89607401827148,27.7,134.0,2026-09-02T19:08:41.614358+00:00
326,36.60174848793119,-121.89607111072657,27.6,133.9,2026-09-02T19:08:41.814358+00:00
327,36.601746246292315,-121.89606819920445,27.6,133.8,2026-09-02T19:08:42.014358+00:00
328,36.60174400786029,-121.8960652838567,27.6,133.7,2026-09-02T19:08:42.214358+00:00
329,36.601741772508845,-121.89606236484381,27.6,133.6,2026-09-02T19:08:42.414358+00:00
330,36.60173954010352,-121.89605944233479,27.5,133.6,2026-09-02T19:08:42.614358+00:00
331,36.60173731050196,-121.89605651650669,27.5,133.5,2026-09-02T19:08:42.814358+00:00
332,36.60173508355431,-121.89605358754426,27.5,133.4,2026-09-02T19:08:43.014358+00:00
333,36.60173285910354,-121.8960506556394,27.4,133.4,2026-09-02T19:08:43.214358+00:00
334,36.60173063698593,-121.8960477209907,27.4,133.3,2026-09-02T19:08:43.414358+00:00
335,36.60172841703142,-121.896044783803,27.4,133.3,2026-09-02T19:08:43.614358+00:00
336,36.601726199064096,-121.89604184428691,27.3,133.2,2026-09-02T19:08:43.814358+00:00
337,36.60172398290267,-121.89603890265829,27.3,133.2,2026-09-02T19:08:44.014358+00:00
338,36.6017217683609,-121.89603595913773,27.3,133.1,2026-09-02T19:08:44.214358+00:00
339,36.60171955524816,-121.8960330139501,27.3,133.1,2026-09-02T19:08:44.414358+00:00
340,36.60171734336991,-121.89603006732395,27.2,133.1,2026-09-02T19:08:44.614358+00:00
341,36.60171513252825,-121.8960271194911,27.2,133.1,2026-09-02T19:08:44.814358+00:00
342,36.601712922522424,-121.89602417068599,27.2,133.0,2026-09-02T19:08:45.014358+00:00
343,36.6017107131494,-121.8960212211453,27.1,133.0,2026-09-02T19:08:45.214358+00:00
344,36.60170850420442,-121.89601827110731,27.1,133.0,2026-09-02T19:08:45.414358+00:00
345,36.60170629548153,-121.89601532081137,27.1,133.0,2026-09-02T19:08:45.614358+00:00
346,36.60170408677418,-121.89601237049747,27.1,133.0,2026-09-02T19:08:45.814358+00:00
347,36.60170187787577,-121.8960094204056,27.0,133.0,2026-09-02T19:08:46.014358+00:00
348,36.60169966858023,-121.89600647077528,27.0,133.0,2026-09-02T19:08:46.214358+00:00
349,36.601697458682594,-121.89600352184497,27.0,133.0,2026-09-02T19:08:46.414358+00:00
350,36.601695247979514,-121.89600057385161,26.9,133.0,2026-09-02T19:08:46.614358+00:00
351,36.601693036269864,-121.89599762703001,26.9,133.1,2026-09-02T19:08:46.814358+00:00
352,36.601690823355284,-121.89599468161245,26.9,133.1,2026-09-02T19:08:47.014358+00:00
353,36.6016886090407,-121.89599173782797,26.9,133.1,2026-09-02T19:08:47.214358+00:00
354,36.60168639313485,-121.89598879590207,26.8,133.2,2026-09-02T19:08:47.414358+00:00
355,36.60168417545081,-121.89598585605596,26.8,133.2,2026-09-02T19:08:47.614358+00:00
356,36.60168195580651,-121.89598291850629,26.8,133.3,2026-09-02T19:08:47.814358+00:00
357,36.60167973402521,-121.89597998346446,26.8,133.3,2026-09-02T19:08:48.014358+00:00
358,36.601677509935946,-121.89597705113619,26.7,133.4,2026-09-02T19:08:48.214358+00:00
359,36.601675283373986,-121.89597412172108,26.7,133.4,2026-09-02T19:08:48.414358+00:00
360,36.60167305418129,-121.89597119541209,26.7,133.5,2026-09-02T19:08:48.614358+00:00
361,36.6016708222069,-121.89596827239501,26.6,133.6,2026-09-02T19:08:48.814358+00:00
362,36.601668587307294,-121.8959653528481,26.6,133.6,2026-09-02T19:08:49.014358+00:00
363,36.60166634934681,-121.89596243694162,26.6,133.7,2026-09-02T19:08:49.214358+00:00
364,36.60166410819793,-121.89595952483738,26.6,133.8,2026-09-02T19:08:49.414358+00:00
365,36.60166186374162,-121.8959566166883,26.5,133.9,2026-09-02T19:08:49.614358+00:00
366,36.60165961586758,-121.89595371263806,26.5,134.0,2026-09-02T19:08:49.814358+00:00
367,36.601657364474555,-121.89595081282071,26.5,134.0,2026-09-02T19:08:50.014358+00:00
368,36.60165510947053,-121.89594791736025,26.5,134.1,2026-09-02T19:08:50.214358+00:00
369,36.601652850772936,-121.89594502637031,26.4,134.2,2026-09-02T19:08:50.414358+00:00
370,36.60165058830884,-121.89594213995389,26.4,134.3,2026-09-02T19:08:50.614358+00:00
371,36.60164832201508,-121.89593925820293,26.4,134.4,2026-09-02T19:08:50.814358+00:00
372,36.60164605183839,-121.89593638119811,26.4,134.5,2026-09-02T19:08:51.014358+00:00
373,36.60164377773548,-121.89593350900861,26.3,134.6,2026-09-02T19:08:51.214358+00:00
374,36.60164149967313,-121.89593064169183,26.3,134.7,2026-09-02T19:08:51.414358+00:00
375,36.6016392176282,-121.89592777929317,26.3,134.8,2026-09-02T19:08:51.614358+00:00
376,36.60163693158763,-121.8959249218459,26.3,134.9,2026-09-02T19:08:51.814358+00:00
377,36.601634641548436,-121.89592206937104,26.2,135.0,2026-09-02T19:08:52.014358+00:00
378,36.6016323475177,-121.89591922187712,26.2,135.1,2026-09-02T19:08:52.214358+00:00
379,36.60163004951244,-121.89591637936022,26.2,135.2,2026-09-02T19:08:52.414358+00:00
380,36.601627747559526,-121.89591354180388,26.2,135.3,2026-09-02T19:08:52.614358+00:00
381,36.60162544169562,-121.89591070917902,26.1,135.4,2026-09-02T19:08:52.814358+00:00
382,36.601623131966946,-121.89590788144406,26.1,135.5,2026-09-02T19:08:53.014358+00:00
383,36.60162081842919,-121.89590505854484,26.1,135.6,2026-09-02T19:08:53.214358+00:00
384,36.601618501147314,-121.8959022404148,26.1,135.7,2026-09-02T19:08:53.414358+00:00
385,36.601616180195286,-121.89589942697503,26.0,135.8,2026-09-02T19:08:53.614358+00:00
386,36.60161385565592,-121.89589661813447,26.0,135.9,2026-09-02T19:08:53.814358+00:00
387,36.60161152762061,-121.89589381379007,26.0,136.0,2026-09-02T19:08:54.014358+00:00
388,36.60160919618906,-121.895891013827,26.0,136.0,2026-09-02T19:08:54.214358+00:00
389,36.601606861469,-121.89588821811893,26.0,136.1,2026-09-02T19:08:54.414358+00:00
390,36.60160452357591,-121.89588542652828,25.9,136.2,2026-09-02T19:08:54.614358+00:00
391,36.6016021826327,-121.89588263890657,25.9,136.3,2026-09-02T19:08:54.814358+00:00
392,36.601599838769395,-121.89587985509479,25.9,136.4,2026-09-02T19:08:55.014358+00:00
393,36.60159749212279,-121.89587707492375,25.9,136.4,2026-09-02T19:08:55.214358+00:00
394,36.60159514283609,-121.89587429821452,25.9,136.5,2026-09-02T19:08:55.414358+00:00
395,36.601592791058586,-121.89587152477891,25.8,136.6,2026-09-02T19:08:55.614358+00:00
396,36.60159043694527,-121.89586875441988,25.8,136.6,2026-09-02T19:08:55.814358+00:00
397,36.601588080656455,-121.89586598693211,25.8,136.7,2026-09-02T19:08:56.014358+00:00
398,36.6015857223574,-121.89586322210252,25.8,136.7,2026-09-02T19:08:56.214358+00:00
399,36.60158336221789,-121.89586045971083,25.7,136.8,2026-09-02T19:08:56.414358+00:00
400,36.60158100041189,-121.89585769953011,25.7,136.8,2026-09-02T19:08:56.614358+00:00
401,36.60157863711711,-121.89585494132741,25.7,136.9,2026-09-02T19:08:56.814358+00:00
402,36.60157627251457,-121.89585218486444,25.7,136.9,2026-09-02T19:08:57.014358+00:00
403,36.60157390678825,-121.89584942989809,25.7,136.9,2026-09-02T19:08:57.214358+00:00
404,36.60157154012464,-121.89584667618124,25.7,137.0,2026-09-02T19:08:57.414358+00:00
405,36.60156917271227,-121.89584392346326,25.6,137.0,2026-09-02T19:08:57.614358+00:00
406,36.60156680474139,-121.89584117149087,25.6,137.0,2026-09-02T19:08:57.814358+00:00
407,36.601564436403464,-121.89583842000869,25.6,137.0,2026-09-02T19:08:58.014358+00:00
408,36.60156206789078,-121.89583566876001,25.6,137.0,2026-09-02T19:08:58.214358+00:00
409,36.60155969939601,-121.8958329174875,25.6,137.0,2026-09-02T19:08:58.414358+00:00
410,36.601557331111785,-121.89583016593384,25.5,137.0,2026-09-02T19:08:58.614358+00:00
411,36.601554963230285,-121.89582741384254,25.5,137.0,2026-09-02T19:08:58.814358+00:00
412,36.60155259594276,-121.89582466095858,25.5,137.0,2026-09-02T19:08:59.014358+00:00
413,36.601550229439184,-121.89582190702907,25.5,136.9,2026-09-02T19:08:59.214358+00:00
414,36.60154786390775,-121.89581915180403,25.5,136.9,2026-09-02T19:08:59.414358+00:00
415,36.6015454995345,-121.89581639503703,25.5,136.9,2026-09-02T19:08:59.614358+00:00
416,36.60154313650289,-121.89581363648577,25.4,136.9,2026-09-02T19:08:59.814358+00:00
417,36.601540774993374,-121.8958108759129,25.4,136.8,2026-09-02T19:09:00.014358+00:00
418,36.60153841518298,-121.89580811308657,25.4,136.8,2026-09-02T19:09:00.214358+00:00
419,36.60153605724492,-121.89580534778106,25.4,136.7,2026-09-02T19:09:00.414358+00:00
420,36.60153370134819,-121.89580257977738,25.4,136.7,2026-09-02T19:09:00.614358+00:00
421,36.60153134765715,-121.89579980886381,25.4,136.6,2026-09-02T19:09:00.814358+00:00
422,36.60152899633115,-121.89579703483656,25.4,136.6,2026-09-02T19:09:01.014358+00:00
423,36.601526647524146,-121.89579425750021,25.3,136.5,2026-09-02T19:09:01.214358+00:00
424,36.60152430138432,-121.89579147666822,25.3,136.4,2026-09-02T19:09:01.414358+00:00
425,36.60152195805375,-121.89578869216346,25.3,136.4,2026-09-02T19:09:01.614358+00:00
426,36.60151961766796,-121.8957859038186,25.3,136.3,2026-09-02T19:09:01.814358+00:00
427,36.60151728035569,-121.89578311147658,25.3,136.2,2026-09-02T19:09:02.014358+00:00
428,36.60151494623849,-121.8957803149909,25.3,136.1,2026-09-02T19:09:02.214358+00:00
429,36.601512615430416,-121.89577751422604,25.3,136.0,2026-09-02T19:09:02.414358+00:00
430,36.601510288037744,-121.8957747090578,25.3,135.9,2026-09-02T19:09:02.614358+00:00
431,36.601507964158635,-121.89577189937353,25.2,135.9,2026-09-02T19:09:02.814358+00:00
432,36.601505643882916,-121.89576908507237,25.2,135.8,2026-09-02T19:09:03.014358+00:00
433,36.60150332729177,-121.89576626606551,25.2,135.7,2026-09-02T19:09:03.214358+00:00
434,36.60150101445753,-121.89576344227635,25.2,135.6,2026-09-02T19:09:03.414358+00:00
435,36.60149870544343,-121.8957606136406,25.2,135.5,2026-09-02T19:09:03.614358+00:00
436,36.601496400303404,-121.89575778010646,25.2,135.4,2026-09-02T19:09:03.814358+00:00
437,36.601494099081926,-121.89575494163466,25.2,135.3,2026-09-02T19:09:04.014358+00:00
438,36.601491801813836,-121.89575209819847,25.2,135.2,2026-09-02T19:09:04.214358+00:00
439,36.60148950852418,-121.89574924978375,25.2,135.1,2026-09-02T19:09:04.414358+00:00
440,36.60148721922815,-121.89574639638892,25.1,135.0,2026-09-02T19:09:04.614358+00:00
441,36.601484933930934,-121.89574353802483,25.1,134.9,2026-09-02T19:09:04.814358+00:00
442,36.601482652627695,-121.89574067471477,25.1,134.8,2026-09-02T19:09:05.014358+00:00
443,36.6014803753035,-121.89573780649431,25.1,134.7,2026-09-02T19:09:05.214358+00:00
444,36.60147810193334,-121.8957349334111,25.1,134.6,2026-09-02T19:09:05.414358+00:00
445,36.6014758324821,-121.89573205552472,25.1,134.5,2026-09-02T19:09:05.614358+00:00
446,36.60147356690464,-121.89572917290651,25.1,134.4,2026-09-02T19:09:05.814358+00:00
447,36.60147130514585,-121.89572628563926,25.1,134.3,2026-09-02T19:09:06.014358+00:00
448,36.60146904714074,-121.89572339381701,25.1,134.2,2026-09-02T19:09:06.214358+00:00
449,36.601466792814556,-121.89572049754473,25.1,134.1,2026-09-02T19:09:06.414358+00:00
450,36.601464542082994,-121.89571759693801,25.1,134.0,2026-09-02T19:09:06.614358+00:00
451,36.60146229485228,-121.89571469212277,25.1,133.9,2026-09-02T19:09:06.814358+00:00
452,36.60146005101946,-121.89571178323486,25.1,133.9,2026-09-02T19:09:07.014358+00:00
453,36.6014578104726,-121.89570887041971,25.0,133.8,2026-09-02T19:09:07.214358+00:00
454,36.60145557309107,-121.89570595383192,25.0,133.7,2026-09-02T19:09:07.414358+00:00
455,36.60145333874581,-121.8957030336349,25.0,133.6,2026-09-02T19:09:07.614358+00:00
456,36.60145110729965,-121.89570011000045,25.0,133.6,2026-09-02T19:09:07.814358+00:00
457,36.60144887860767,-121.89569718310823,25.0,133.5,2026-09-02T19:09:08.014358+00:00
458,36.60144665251757,-121.89569425314544,25.0,133.4,2026-09-02T19:09:08.214358+00:00
459,36.601444428870025,-121.89569132030627,25.0,133.4,2026-09-02T19:09:08.414358+00:00
460,36.601442207499126,-121.89568838479151,25.0,133.3,2026-09-02T19:09:08.614358+00:00
461,36.601439988232805,-121.895685446808,25.0,133.3,2026-09-02T19:09:08.814358+00:00
462,36.60143777089328,-121.89568250656812,25.0,133.2,2026-09-02T19:09:09.014358+00:00
463,36.601435555297535,-121.8956795642894,25.0,133.2,2026-09-02T19:09:09.214358+00:00
464,36.601433341257824,-121.8956766201939,25.0,133.1,2026-09-02T19:09:09.414358+00:00
465,36.60143112858212,-121.8956736745078,25.0,133.1,2026-09-02T19:09:09.614358+00:00
466,36.60142891707471,-121.89567072746082,25.0,133.1,2026-09-02T19:09:09.814358+00:00
467,36.601426706536664,-121.8956677792857,25.0,133.0,2026-09-02T19:09:10.014358+00:00
468,36.601424496766406,-121.89566483021773,25.0,133.0,2026-09-02T19:09:10.214358+00:00
469,36.60142228756025,-121.89566188049415,25.0,133.0,2026-09-02T19:09:10.414358+00:00
470,36.60142007871297,-121.89565893035365,25.0,133.0,2026-09-02T19:09:10.614358+00:00
471,36.60141787001836,-121.89565598003588,25.0,133.0,2026-09-02T19:09:10.814358+00:00
472,36.601415661269805,-121.89565302978089,25.0,133.0,2026-09-02T19:09:11.014358+00:00
473,36.60141345226079,-121.89565007982857,25.0,133.0,2026-09-02T19:09:11.214358+00:00
474,36.60141124278558,-121.8956471304181,25.0,133.0,2026-09-02T19:09:11.414358+00:00
475,36.60140903263967,-121.89564418178753,25.0,133.0,2026-09-02T19:09:11.614358+00:00
476,36.601406821620415,-121.89564123417314,25.0,133.1,2026-09-02T19:09:11.814358+00:00
477,36.601404609527535,-121.89563828780894,25.0,133.1,2026-09-02T19:09:12.014358+00:00
478,36.60140239616373,-121.89563534292616,25.0,133.1,2026-09-02T19:09:12.214358+00:00
479,36.60140018133515,-121.89563239975273,25.0,133.1,2026-09-02T19:09:12.414358+00:00
480,36.60139796485194,-121.89562945851276,25.0,133.2,2026-09-02T19:09:12.614358+00:00
481,36.601395746528745,-121.89562651942596,25.0,133.2,2026-09-02T19:09:12.814358+00:00
482,36.601393526185234,-121.89562358270729,25.0,133.3,2026-09-02T19:09:13.014358+00:00
483,36.60139130364656,-121.89562064856628,25.0,133.3,2026-09-02T19:09:13.214358+00:00
484,36.6013890787438,-121.89561771720668,25.0,133.4,2026-09-02T19:09:13.414358+00:00
485,36.60138685131442,-121.89561478882587,25.0,133.5,2026-09-02T19:09:13.614358+00:00
486,36.60138462120275,-121.89561186361446,25.0,133.5,2026-09-02T19:09:13.814358+00:00
487,36.60138238826026,-121.89560894175577,25.0,133.6,2026-09-02T19:09:14.014358+00:00
488,36.60138015234605,-121.8956060234254,25.0,133.7,2026-09-02T19:09:14.214358+00:00
489,36.60137791332715,-121.89560310879084,25.0,133.7,2026-09-02T19:09:14.414358+00:00
490,36.60137567107885,-121.89560019801094,25.1,133.8,2026-09-02T19:09:14.614358+00:00
491,36.60137342548504,-121.89559729123555,25.1,133.9,2026-09-02T19:09:14.814358+00:00
492,36.601371176438434,-121.89559438860516,25.1,134.0,2026-09-02T19:09:15.014358+00:00
493,36.60136892384086,-121.8955914902505,25.1,134.1,2026-09-02T19:09:15.214358+00:00
494,36.60136666760345,-121.89558859629209,25.1,134.2,2026-09-02T19:09:15.414358+00:00
495,36.60136440764686,-121.89558570684004,25.1,134.3,2026-09-02T19:09:15.614358+00:00
496,36.601362143901426,-121.89558282199363,25.1,134.3,2026-09-02T19:09:15.814358+00:00
497,36.601359876307306,-121.89557994184106,25.1,134.4,2026-09-02T19:09:16.014358+00:00
498,36.60135760481459,-121.89557706645921,25.1,134.5,2026-09-02T19:09:16.214358+00:00
499,36.60135532938335,-121.89557419591327,25.1,134.6,2026-09-02T19:09:16.414358+00:00
500,36.601353049983764,-121.89557133025663,25.1,134.7,2026-09-02T19:09:16.614358+00:00
501,36.60135076659608,-121.89556846953066,25.1,134.8,2026-09-02T19:09:16.814358+00:00
502,36.60134847921062,-121.8955656137645,25.1,134.9,2026-09-02T19:09:17.014358+00:00
503,36.60134618782782,-121.89556276297498,25.2,135.0,2026-09-02T19:09:17.214358+00:00
504,36.60134389245808,-121.89555991716648,25.2,135.1,2026-09-02T19:09:17.414358+00:00
505,36.60134159312176,-121.89555707633083,25.2,135.2,2026-09-02T19:09:17.614358+00:00
506,36.60133928984904,-121.89555424044737,25.2,135.3,2026-09-02T19:09:17.814358+00:00
507,36.601336982679804,-121.89555140948276,25.2,135.4,2026-09-02T19:09:18.014358+00:00
508,36.60133467166349,-121.89554858339123,25.2,135.5,2026-09-02T19:09:18.214358+00:00
509,36.60133235685891,-121.89554576211442,25.2,135.6,2026-09-02T19:09:18.414358+00:00
510,36.601330038334076,-121.89554294558161,25.2,135.7,2026-09-02T19:09:18.614358+00:00
511,36.601327716165976,-121.89554013370977,25.2,135.8,2026-09-02T19:09:18.814358+00:00
512,36.60132539044032,-121.89553732640383,25.2,135.9,2026-09-02T19:09:19.014358+00:00
513,36.60132306125134,-121.8955345235567,25.3,136.0,2026-09-02T19:09:19.214358+00:00
514,36.60132072870147,-121.89553172504966,25.3,136.1,2026-09-02T19:09:19.414358+00:00
515,36.60131839290107,-121.89552893075259,25.3,136.2,2026-09-02T19:09:19.614358+00:00
516,36.601316053968176,-121.89552614052418,25.3,136.2,2026-09-02T19:09:19.814358+00:00
517,36.60131371202811,-121.89552335421237,25.3,136.3,2026-09-02T19:09:20.014358+00:00
518,36.6013113672132,-121.8955205716547,25.3,136.4,2026-09-02T19:09:20.214358+00:00
519,36.601309019662445,-121.89551779267866,25.3,136.5,2026-09-02T19:09:20.414358+00:00
520,36.60130666952116,-121.89551501710213,25.3,136.5,2026-09-02T19:09:20.614358+00:00
521,36.60130431694057,-121.89551224473391,25.4,136.6,2026-09-02T19:09:20.814358+00:00
522,36.60130196207751,-121.8955094753741,25.4,136.6,2026-09-02T19:09:21.014358+00:00
523,36.60129960509398,-121.89550670881475,25.4,136.7,2026-09-02T19:09:21.214358+00:00
524,36.60129724615682,-121.89550394484023,25.4,136.8,2026-09-02T19:09:21.414358+00:00
525,36.60129488543728,-121.895501183228,25.4,136.8,2026-09-02T19:09:21.614358+00:00
526,36.60129252311061,-121.89549842374905,25.4,136.8,2026-09-02T19:09:21.814358+00:00
527,36.60129015935568,-121.89549566616856,25.5,136.9,2026-09-02T19:09:22.014358+00:00
528,36.60128779435456,-121.89549291024652,25.5,136.9,2026-09-02T19:09:22.214358+00:00
529,36.601285428292115,-121.89549015573841,25.5,136.9,2026-09-02T19:09:22.414358+00:00
530,36.601283061355566,-121.89548740239586,25.5,137.0,2026-09-02T19:09:22.614358+00:00
531,36.601280693734076,-121.89548464996727,25.5,137.0,2026-09-02T19:09:22.814358+00:00
532,36.60127832561833,-121.89548189819858,25.5,137.0,2026-09-02T19:09:23.014358+00:00
533,36.60127595720016,-121.89547914683388,25.6,137.0,2026-09-02T19:09:23.214358+00:00
534,36.601273588672,-121.89547639561617,25.6,137.0,2026-09-02T19:09:23.414358+00:00
535,36.60127122022654,-121.89547364428806,25.6,137.0,2026-09-02T19:09:23.614358+00:00
536,36.601268852056336,-121.89547089259241,25.6,137.0,2026-09-02T19:09:23.814358+00:00
537,36.601266484353296,-121.8954681402732,25.6,137.0,2026-09-02T19:09:24.014358+00:00
538,36.6012641173083,-121.89546538707597,25.6,137.0,2026-09-02T19:09:24.214358+00:00
539,36.60126175111074,-121.8954626327488,25.7,136.9,2026-09-02T19:09:24.414358+00:00
540,36.601259385948154,-121.8954598770428,25.7,136.9,2026-09-02T19:09:24.614358+00:00
541,36.601257022005754,-121.89545711971282,25.7,136.9,2026-09-02T19:09:24.814358+00:00
542,36.601254659466036,-121.89545436051823,25.7,136.8,2026-09-02T19:09:25.014358+00:00
543,36.601252298508356,-121.89545159922342,25.7,136.8,2026-09-02T19:09:25.214358+00:00
544,36.60124993930849,-121.89544883559854,25.8,136.8,2026-09-02T19:09:25.414358+00:00
545,36.60124758203828,-121.89544606942006,25.8,136.7,2026-09-02T19:09:25.614358+00:00
546,36.60124522686521,-121.89544330047137,25.8,136.7,2026-09-02T19:09:25.814358+00:00
547,36.601242873951996,-121.89544052854336,25.8,136.6,2026-09-02T19:09:26.014358+00:00
548,36.60124052345623,-121.895437753435,25.8,136.5,2026-09-02T19:09:26.214358+00:00
549,36.60123817552995,-121.89543497495382,25.9,136.5,2026-09-02T19:09:26.414358+00:00
550,36.601235830319325,-121.89543219291637,25.9,136.4,2026-09-02T19:09:26.614358+00:00
551,36.601233487964265,-121.89542940714878,25.9,136.3,2026-09-02T19:09:26.814358+00:00
552,36.60123114859807,-121.89542661748712,25.9,136.2,2026-09-02T19:09:27.014358+00:00
553,36.601228812347074,-121.89542382377783,25.9,136.2,2026-09-02T19:09:27.214358+00:00
554,36.601226479330364,-121.89542102587808,26.0,136.1,2026-09-02T19:09:27.414358+00:00
555,36.601224149659394,-121.89541822365615,26.0,136.0,2026-09-02T19:09:27.614358+00:00
556,36.60122182343776,-121.89541541699165,26.0,135.9,2026-09-02T19:09:27.814358+00:00
557,36.601219500760855,-121.89541260577587,26.0,135.8,2026-09-02T19:09:28.014358+00:00
558,36.601217181715604,-121.89540978991204,26.1,135.7,2026-09-02T19:09:28.214358+00:00
559,36.60121486638026,-121.89540696931539,26.1,135.6,2026-09-02T19:09:28.414358+00:00
560,36.6012125548241,-121.89540414391342,26.1,135.5,2026-09-02T19:09:28.614358+00:00
561,36.60121024710727,-121.8954013136461,26.1,135.4,2026-09-02T19:09:28.814358+00:00
562,36.601207943280535,-121.8953984784658,26.2,135.3,2026-09-02T19:09:29.014358+00:00
563,36.60120564338515,-121.89539563833743,26.2,135.2,2026-09-02T19:09:29.214358+00:00
564,36.601203347452675,-121.89539279323856,26.2,135.1,2026-09-02T19:09:29.414358+00:00
565,36.601201055504845,-121.89538994315923,26.2,135.0,2026-09-02T19:09:29.614358+00:00
566,36.6011987675535,-121.89538708810208,26.2,134.9,2026-09-02T19:09:29.814358+00:00
567,36.60119648360047,-121.89538422808215,26.3,134.8,2026-09-02T19:09:30.014358+00:00
568,36.60119420363752,-121.89538136312686,26.3,134.7,2026-09-02T19:09:30.214358+00:00
569,36.60119192764633,-121.89537849327586,26.3,134.7,2026-09-02T19:09:30.414358+00:00
570,36.60118965559848,-121.89537561858084,26.3,134.6,2026-09-02T19:09:30.614358+00:00
571,36.60118738745551,-121.89537273910538,26.4,134.5,2026-09-02T19:09:30.814358+00:00
572,36.60118512316889,-121.89536985492468,26.4,134.4,2026-09-02T19:09:31.014358+00:00
573,36.601182862680176,-121.89536696612534,26.4,134.3,2026-09-02T19:09:31.214358+00:00
574,36.60118060592109,-121.8953640728051,26.4,134.2,2026-09-02T19:09:31.414358+00:00
575,36.60117835281364,-121.89536117507257,26.5,134.1,2026-09-02T19:09:31.614358+00:00
576,36.601176103270305,-121.89535827304682,26.5,134.0,2026-09-02T19:09:31.814358+00:00
577,36.601173857194226,-121.89535536685716,26.5,133.9,2026-09-02T19:09:32.014358+00:00
578,36.601171614479384,-121.89535245664271,26.6,133.8,2026-09-02T19:09:32.214358+00:00
579,36.60116937501089,-121.895349542552,26.6,133.7,2026-09-02T19:09:32.414358+00:00
580,36.601167138665254,-121.89534662474269,26.6,133.7,2026-09-02T19:09:32.614358+00:00
581,36.60116490531064,-121.895343703381,26.6,133.6,2026-09-02T19:09:32.814358+00:00
582,36.601162674807235,-121.89534077864144,26.7,133.5,2026-09-02T19:09:33.014358+00:00
583,36.60116044700761,-121.89533785070628,26.7,133.5,2026-09-02T19:09:33.214358+00:00
584,36.601158221757046,-121.89533491976512,26.7,133.4,2026-09-02T19:09:33.414358+00:00
585,36.60115599889396,-121.8953319860144,26.7,133.3,2026-09-02T19:09:33.614358+00:00
586,36.601153778250314,-121.89532904965698,26.8,133.3,2026-09-02T19:09:33.814358+00:00
587,36.601151559652074,-121.89532611090166,26.8,133.2,2026-09-02T19:09:34.014358+00:00
588,36.60114934291965,-121.8953231699626,26.8,133.2,2026-09-02T19:09:34.214358+00:00
589,36.60114712786836,-121.89532022705887,26.9,133.2,2026-09-02T19:09:34.414358+00:00
590,36.60114491430898,-121.89531728241403,26.9,133.1,2026-09-02T19:09:34.614358+00:00
591,36.601142702048186,-121.89531433625547,26.9,133.1,2026-09-02T19:09:34.814358+00:00
592,36.60114049088911,-121.89531138881397,26.9,133.1,2026-09-02T19:09:35.014358+00:00
